codigo,nombre,nivel,padre,grupo,naturaleza,estado_financiero,epigrafe,tipo_analitico,bidireccional,is_contra,pymes,epigrafe_pymes,cashflow_bucket
695,Dotación a la provisión por operaciones comerciales,3,69,6,DEUDORA,PYG,"7. Otros gastos de explotación / c) Pérdidas, deterioro y variación de provisiones por operaciones comerciales",INDIRECTO_CECO,0,0,1,"7. Otros gastos de explotación / c) Pérdidas, deterioro y variación de provisiones por operaciones comerciales",OTROS_EXPLOTACION
6954,Dotación a la provisión por contratos onerosos,4,695,6,DEUDORA,PYG,"7. Otros gastos de explotación / c) Pérdidas, deterioro y variación de provisiones por operaciones comerciales",INDIRECTO_CECO,0,0,1,"7. Otros gastos de explotación / c) Pérdidas, deterioro y variación de provisiones por operaciones comerciales",OTROS_EXPLOTACION
6959,Dotación a la provisión para otras operaciones comerciales,4,695,6,DEUDORA,PYG,"7. Otros gastos de explotación / c) Pérdidas, deterioro y variación de provisiones por operaciones comerciales",INDIRECTO_CECO,0,0,1,"7. Otros gastos de explotación / c) Pérdidas, deterioro y variación de provisiones por operaciones comerciales",OTROS_EXPLOTACION
696,Pérdidas por deterioro de participaciones y valores representativos de deuda a largo plazo,3,69,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
6960,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas del grupo",4,696,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
6961,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, empresas asociadas",4,696,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
6962,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras partes vinculadas",4,696,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
6963,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras empresas",4,696,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
6965,"Pérdidas por deterioro en valores representativos de deuda a largo plazo, empresas del grupo",4,696,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
6966,"Pérdidas por deterioro en valores representativos de deuda a largo plazo, empresas asociadas",4,696,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
6967,"Pérdidas por deterioro en valores representativos de deuda a largo plazo, otras partes vinculadas",4,696,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
6968,"Pérdidas por deterioro en valores representativos de deuda a largo plazo, otras empresas",4,696,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
697,Pérdidas por deterioro de créditos a largo plazo,3,69,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
6970,"Pérdidas por deterioro de créditos a largo plazo, empresas del grupo",4,697,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
6971,"Pérdidas por deterioro de créditos a largo plazo, empresas asociadas",4,697,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
6972,"Pérdidas por deterioro de créditos a largo plazo, otras partes vinculadas",4,697,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
6973,"Pérdidas por deterioro de créditos a largo plazo, otras empresas",4,697,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
698,Pérdidas por deterioro de participaciones y valores representativos de deuda a corto plazo,3,69,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
6980,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas del grupo",4,698,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
6981,"Pérdidas por deterioro de participaciones en instrumentos de patrimonio neto a corto plazo, empresas asociadas",4,698,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
6985,"Pérdidas por deterioro en valores representativos de deuda a corto plazo, empresas del grupo",4,698,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
6986,"Pérdidas por deterioro en valores representativos de deuda a corto plazo, empresas asociadas",4,698,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
6987,"Pérdidas por deterioro en valores representativos de deuda a corto plazo, otras partes vinculadas",4,698,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
6988,"Pérdidas por deterioro en valores representativos de deuda a corto plazo, otras empresas",4,698,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
699,Pérdidas por deterioro de créditos a corto plazo,3,69,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
6990,"Pérdidas por deterioro de créditos a corto plazo, empresas del grupo",4,699,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
6991,"Pérdidas por deterioro de créditos a corto plazo, empresas asociadas",4,699,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
6992,"Pérdidas por deterioro de créditos a corto plazo, otras partes vinculadas",4,699,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
6993,"Pérdidas por deterioro de créditos a corto plazo, otras empresas",4,699,6,DEUDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / a) Deterioros y pérdidas,OTROS_EXPLOTACION
7,Ventas e ingresos,1,,7,ACREEDORA,PYG,,,0,0,1,,OTROS_EXPLOTACION
70,"Ventas de mercaderías, de producción propia, de servicios, etc.",2,7,7,ACREEDORA,PYG,1. Importe neto de la cifra de negocios,INGRESO_DIRECTO,0,0,1,1. Importe neto de la cifra de negocios,OTROS_EXPLOTACION
700,Ventas de mercaderías,3,70,7,ACREEDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,0,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
701,Ventas de productos terminados,3,70,7,ACREEDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,0,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
702,Ventas de productos semiterminados,3,70,7,ACREEDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,0,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
703,Ventas de subproductos y residuos,3,70,7,ACREEDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,0,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
704,Ventas de envases y embalajes,3,70,7,ACREEDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,0,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
705,Prestaciones de servicios,3,70,7,ACREEDORA,PYG,1. Importe neto de la cifra de negocios / b) Prestaciones de servicios,INGRESO_DIRECTO,0,0,1,1. Importe neto de la cifra de negocios / b) Prestaciones de servicios,OTROS_EXPLOTACION
706,Descuentos sobre ventas por pronto pago,3,70,7,DEUDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,1,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
7060,Descuentos sobre ventas por pronto pago de mercaderías,4,706,7,DEUDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,1,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
7061,Descuentos sobre ventas por pronto pago de productos terminados,4,706,7,DEUDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,1,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
7062,Descuentos sobre ventas por pronto pago de productos semiterminados,4,706,7,DEUDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,1,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
7063,Descuentos sobre ventas por pronto pago de subproductos y residuos,4,706,7,DEUDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,1,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
7064,Descuentos sobre ventas por pronto pago de envases y embalajes,4,706,7,DEUDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,1,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
708,Devoluciones de ventas y operaciones similares,3,70,7,DEUDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,1,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
7080,Devoluciones de ventas de mercaderías,4,708,7,DEUDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,1,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
7081,Devoluciones de ventas de productos terminados,4,708,7,DEUDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,1,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
7082,Devoluciones de ventas de productos semiterminados,4,708,7,DEUDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,1,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
7083,Devoluciones de ventas de subproductos y residuos,4,708,7,DEUDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,1,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
7084,Devoluciones de ventas de envases y embalajes,4,708,7,DEUDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,1,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
709,«Rappels» sobre ventas,3,70,7,DEUDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,1,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
7090,«Rappels» sobre ventas de mercaderías,4,709,7,DEUDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,1,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
7091,«Rappels» sobre ventas de productos terminados,4,709,7,DEUDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,1,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
7092,«Rappels» sobre ventas de productos semiterminados,4,709,7,DEUDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,1,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
7093,«Rappels» sobre ventas de subproductos y residuos,4,709,7,DEUDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,1,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
7094,«Rappels» sobre ventas de envases y embalajes,4,709,7,DEUDORA,PYG,1. Importe neto de la cifra de negocios / a) Ventas,INGRESO_DIRECTO,0,1,1,1. Importe neto de la cifra de negocios / a) Ventas,OTROS_EXPLOTACION
71,Variación de existencias,2,7,7,ACREEDORA,PYG,2. Variación de existencias de productos terminados y en curso de fabricación,COSTE_DIRECTO_MC1,0,0,1,2. Variación de existencias de productos terminados y en curso de fabricación,OTROS_EXPLOTACION
710,Variación de existencias de productos en curso,3,71,7,ACREEDORA,PYG,2. Variación de existencias de productos terminados y en curso de fabricación,COSTE_DIRECTO_MC1,0,0,1,2. Variación de existencias de productos terminados y en curso de fabricación,OTROS_EXPLOTACION
711,Variación de existencias de productos semiterminados,3,71,7,ACREEDORA,PYG,2. Variación de existencias de productos terminados y en curso de fabricación,COSTE_DIRECTO_MC1,0,0,1,2. Variación de existencias de productos terminados y en curso de fabricación,OTROS_EXPLOTACION
712,Variación de existencias de productos terminados,3,71,7,ACREEDORA,PYG,2. Variación de existencias de productos terminados y en curso de fabricación,COSTE_DIRECTO_MC1,0,0,1,2. Variación de existencias de productos terminados y en curso de fabricación,OTROS_EXPLOTACION
713,"Variación de existencias de subproductos, residuos y materiales recuperados",3,71,7,ACREEDORA,PYG,2. Variación de existencias de productos terminados y en curso de fabricación,COSTE_DIRECTO_MC1,0,0,1,2. Variación de existencias de productos terminados y en curso de fabricación,OTROS_EXPLOTACION
73,Trabajos realizados para la empresa,2,7,7,ACREEDORA,PYG,3. Trabajos realizados por la empresa para su activo,NO_ANALITICO,0,0,1,3. Trabajos realizados por la empresa para su activo,OTROS_EXPLOTACION
730,Trabajos realizados para el inmovilizado intangible,3,73,7,ACREEDORA,PYG,3. Trabajos realizados por la empresa para su activo,NO_ANALITICO,0,0,1,3. Trabajos realizados por la empresa para su activo,OTROS_EXPLOTACION
731,Trabajos realizados para el inmovilizado material,3,73,7,ACREEDORA,PYG,3. Trabajos realizados por la empresa para su activo,NO_ANALITICO,0,0,1,3. Trabajos realizados por la empresa para su activo,OTROS_EXPLOTACION
732,Trabajos realizados en inmovilizado material en curso,3,73,7,ACREEDORA,PYG,3. Trabajos realizados por la empresa para su activo,NO_ANALITICO,0,0,1,3. Trabajos realizados por la empresa para su activo,OTROS_EXPLOTACION
733,Trabajos realizados para las inversiones inmobiliarias,3,73,7,ACREEDORA,PYG,3. Trabajos realizados por la empresa para su activo,NO_ANALITICO,0,0,1,3. Trabajos realizados por la empresa para su activo,OTROS_EXPLOTACION
74,"Subvenciones, donaciones y legados",2,7,7,ACREEDORA,PYG,5. Otros ingresos de explotación / b) Subvenciones de explotación incorporadas al resultado del ejercicio,NO_ANALITICO,0,0,1,5. Otros ingresos de explotación / b) Subvenciones de explotación incorporadas al resultado del ejercicio,OTROS_EXPLOTACION
740,"Subvenciones, donaciones y legados a la explotación",3,74,7,ACREEDORA,PYG,5. Otros ingresos de explotación / b) Subvenciones de explotación incorporadas al resultado del ejercicio,NO_ANALITICO,0,0,1,5. Otros ingresos de explotación / b) Subvenciones de explotación incorporadas al resultado del ejercicio,OTROS_EXPLOTACION
746,"Subvenciones, donaciones y legados de capital transferidos al resultado del ejercicio",3,74,7,ACREEDORA,PYG,9. Imputación de subvenciones de inmovilizado no financiero y otras,NO_ANALITICO,0,0,1,9. Imputación de subvenciones de inmovilizado no financiero y otras,OTROS_EXPLOTACION
747,"Otras subvenciones, donaciones y legados transferidos al resultado del ejercicio",3,74,7,ACREEDORA,PYG,5. Otros ingresos de explotación / b) Subvenciones de explotación incorporadas al resultado del ejercicio,NO_ANALITICO,0,0,1,5. Otros ingresos de explotación / b) Subvenciones de explotación incorporadas al resultado del ejercicio,OTROS_EXPLOTACION
75,Otros ingresos de gestión,2,7,7,ACREEDORA,PYG,5. Otros ingresos de explotación / a) Ingresos accesorios y otros de gestión corriente,NO_ANALITICO,0,0,1,5. Otros ingresos de explotación / a) Ingresos accesorios y otros de gestión corriente,OTROS_EXPLOTACION
751,Resultados de operaciones en común,3,75,7,ACREEDORA,PYG,5. Otros ingresos de explotación / a) Ingresos accesorios y otros de gestión corriente,NO_ANALITICO,0,0,1,5. Otros ingresos de explotación / a) Ingresos accesorios y otros de gestión corriente,OTROS_EXPLOTACION
7510,Pérdida transferida (gestor),4,751,7,ACREEDORA,PYG,5. Otros ingresos de explotación / a) Ingresos accesorios y otros de gestión corriente,NO_ANALITICO,0,0,1,5. Otros ingresos de explotación / a) Ingresos accesorios y otros de gestión corriente,OTROS_EXPLOTACION
7511,Beneficio atribuido (partícipe o asociado no gestor),4,751,7,ACREEDORA,PYG,5. Otros ingresos de explotación / a) Ingresos accesorios y otros de gestión corriente,NO_ANALITICO,0,0,1,5. Otros ingresos de explotación / a) Ingresos accesorios y otros de gestión corriente,OTROS_EXPLOTACION
752,Ingresos por arrendamientos,3,75,7,ACREEDORA,PYG,5. Otros ingresos de explotación / a) Ingresos accesorios y otros de gestión corriente,NO_ANALITICO,0,0,1,5. Otros ingresos de explotación / a) Ingresos accesorios y otros de gestión corriente,OTROS_EXPLOTACION
753,Ingresos de propiedad industrial cedida en explotación,3,75,7,ACREEDORA,PYG,5. Otros ingresos de explotación / a) Ingresos accesorios y otros de gestión corriente,NO_ANALITICO,0,0,1,5. Otros ingresos de explotación / a) Ingresos accesorios y otros de gestión corriente,OTROS_EXPLOTACION
754,Ingresos por comisiones,3,75,7,ACREEDORA,PYG,5. Otros ingresos de explotación / a) Ingresos accesorios y otros de gestión corriente,NO_ANALITICO,0,0,1,5. Otros ingresos de explotación / a) Ingresos accesorios y otros de gestión corriente,OTROS_EXPLOTACION
755,Ingresos por servicios al personal,3,75,7,ACREEDORA,PYG,5. Otros ingresos de explotación / a) Ingresos accesorios y otros de gestión corriente,NO_ANALITICO,0,0,1,5. Otros ingresos de explotación / a) Ingresos accesorios y otros de gestión corriente,OTROS_EXPLOTACION
759,Ingresos por servicios diversos,3,75,7,ACREEDORA,PYG,5. Otros ingresos de explotación / a) Ingresos accesorios y otros de gestión corriente,NO_ANALITICO,0,0,1,5. Otros ingresos de explotación / a) Ingresos accesorios y otros de gestión corriente,OTROS_EXPLOTACION
76,Ingresos financieros,2,7,7,ACREEDORA,PYG,14. Ingresos financieros,FINANCIERO,0,0,1,13. Ingresos financieros,OTROS_EXPLOTACION
760,Ingresos de participaciones en instrumentos de patrimonio,3,76,7,ACREEDORA,PYG,14. Ingresos financieros / a) De participaciones en instrumentos de patrimonio,FINANCIERO,0,0,1,13. Ingresos financieros / a) De participaciones en instrumentos de patrimonio,OTROS_EXPLOTACION
7600,"Ingresos de participaciones en instrumentos de patrimonio, empresas del grupo",4,760,7,ACREEDORA,PYG,14. Ingresos financieros / a) De participaciones en instrumentos de patrimonio,FINANCIERO,0,0,1,13. Ingresos financieros / a) De participaciones en instrumentos de patrimonio,OTROS_EXPLOTACION
7601,"Ingresos de participaciones en instrumentos de patrimonio, empresas asociadas",4,760,7,ACREEDORA,PYG,14. Ingresos financieros / a) De participaciones en instrumentos de patrimonio,FINANCIERO,0,0,1,13. Ingresos financieros / a) De participaciones en instrumentos de patrimonio,OTROS_EXPLOTACION
7602,"Ingresos de participaciones en instrumentos de patrimonio, otras partes vinculadas",4,760,7,ACREEDORA,PYG,14. Ingresos financieros / a) De participaciones en instrumentos de patrimonio,FINANCIERO,0,0,1,13. Ingresos financieros / a) De participaciones en instrumentos de patrimonio,OTROS_EXPLOTACION
7603,"Ingresos de participaciones en instrumentos de patrimonio, otras empresas",4,760,7,ACREEDORA,PYG,14. Ingresos financieros / a) De participaciones en instrumentos de patrimonio,FINANCIERO,0,0,1,13. Ingresos financieros / a) De participaciones en instrumentos de patrimonio,OTROS_EXPLOTACION
761,Ingresos de valores representativos de deuda,3,76,7,ACREEDORA,PYG,14. Ingresos financieros / b) De valores negociables y otros instrumentos financieros,FINANCIERO,0,0,1,13. Ingresos financieros / b) De valores negociables y otros instrumentos financieros,OTROS_EXPLOTACION
7610,"Ingresos de valores representativos de deuda, empresas del grupo",4,761,7,ACREEDORA,PYG,14. Ingresos financieros / b) De valores negociables y otros instrumentos financieros,FINANCIERO,0,0,1,13. Ingresos financieros / b) De valores negociables y otros instrumentos financieros,OTROS_EXPLOTACION
7611,"Ingresos de valores representativos de deuda, empresas asociadas",4,761,7,ACREEDORA,PYG,14. Ingresos financieros / b) De valores negociables y otros instrumentos financieros,FINANCIERO,0,0,1,13. Ingresos financieros / b) De valores negociables y otros instrumentos financieros,OTROS_EXPLOTACION
7612,"Ingresos de valores representativos de deuda, otras partes vinculadas",4,761,7,ACREEDORA,PYG,14. Ingresos financieros / b) De valores negociables y otros instrumentos financieros,FINANCIERO,0,0,1,13. Ingresos financieros / b) De valores negociables y otros instrumentos financieros,OTROS_EXPLOTACION
7613,"Ingresos de valores representativos de deuda, otras empresas",4,761,7,ACREEDORA,PYG,14. Ingresos financieros / b) De valores negociables y otros instrumentos financieros,FINANCIERO,0,0,1,13. Ingresos financieros / b) De valores negociables y otros instrumentos financieros,OTROS_EXPLOTACION
762,Ingresos de créditos,3,76,7,ACREEDORA,PYG,14. Ingresos financieros / b) De valores negociables y otros instrumentos financieros,FINANCIERO,0,0,1,13. Ingresos financieros / b) De valores negociables y otros instrumentos financieros,OTROS_EXPLOTACION
7620,Ingresos de créditos a largo plazo,4,762,7,ACREEDORA,PYG,14. Ingresos financieros / b) De valores negociables y otros instrumentos financieros,FINANCIERO,0,0,1,13. Ingresos financieros / b) De valores negociables y otros instrumentos financieros,OTROS_EXPLOTACION
7621,Ingresos de créditos a corto plazo,4,762,7,ACREEDORA,PYG,14. Ingresos financieros / b) De valores negociables y otros instrumentos financieros,FINANCIERO,0,0,1,13. Ingresos financieros / b) De valores negociables y otros instrumentos financieros,OTROS_EXPLOTACION
763,Beneficios por valoración de instrumentos financieros por su valor razonable,3,76,7,ACREEDORA,PYG,16. Variación de valor razonable en instrumentos financieros / a) Cartera de negociación y otros,FINANCIERO,0,0,1,15. Variación de valor razonable en instrumentos financieros / a) Cartera de negociación y otros,OTROS_EXPLOTACION
7630,Beneficios de cartera de negociación,4,763,7,ACREEDORA,PYG,16. Variación de valor razonable en instrumentos financieros / a) Cartera de negociación y otros,FINANCIERO,0,0,1,15. Variación de valor razonable en instrumentos financieros / a) Cartera de negociación y otros,OTROS_EXPLOTACION
7631,Beneficios de designados por la empresa,4,763,7,ACREEDORA,PYG,16. Variación de valor razonable en instrumentos financieros / a) Cartera de negociación y otros,FINANCIERO,0,0,1,15. Variación de valor razonable en instrumentos financieros / a) Cartera de negociación y otros,OTROS_EXPLOTACION
7632,Beneficios de activos financieros a valor razonable con cambios en el patrimonio neto,4,763,7,ACREEDORA,PYG,16. Variación de valor razonable en instrumentos financieros / b) Imputación al resultado del ejercicio por activos financieros a valor razonable con cambios en el patrimonio neto,FINANCIERO,0,0,0,,OTROS_EXPLOTACION
7633,Beneficios de instrumentos de cobertura,4,763,7,ACREEDORA,PYG,16. Variación de valor razonable en instrumentos financieros / a) Cartera de negociación y otros,FINANCIERO,0,0,1,15. Variación de valor razonable en instrumentos financieros / a) Cartera de negociación y otros,OTROS_EXPLOTACION
766,Beneficios en participaciones y valores representativos de deuda,3,76,7,ACREEDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / b) Resultados por enajenaciones y otras,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / b) Resultados por enajenaciones y otras,OTROS_EXPLOTACION
7660,"Beneficios en valores representativos de deuda a largo plazo, empresas del grupo",4,766,7,ACREEDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / b) Resultados por enajenaciones y otras,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / b) Resultados por enajenaciones y otras,OTROS_EXPLOTACION
7661,"Beneficios en valores representativos de deuda a largo plazo, empresas asociadas",4,766,7,ACREEDORA,PYG,18. Deterioro y resultado por enajenaciones de instrumentos financieros / b) Resultados por enajenaciones y otras,FINANCIERO,0,0,1,17. Deterioro y resultado por enajenaciones de instrumentos financieros / b) Resultados por enajenaciones y otras,OTROS_EXPLOTACION
